Pref,Municip,Ku,JCP,LDP,TotVote,Year,Code,VotePop,Turnout,EldPop,Fstrength,Kaso,Kaso2,IncomePerCapita,Fusion,Kaso.fusion,Kaso2.fusion
北海道,沼田町,10区,NA,0.30463069269039417,2613,2009,01438,3153,0.8287345385347288,35.188,0.16,全部過疎,Kaso,2709.5,0,全部過疎,Kaso
北海道,沼田町,10区,0.07022834984920293,NA,2321,2012,01438,3153,0.7361243260386933,35.188,0.14,全部過疎,Kaso,2709.5,0,全部過疎,Kaso
北海道,沼田町,10区,0.11805879608026132,NA,2143,2014,01438,2832,0.7567090395480226,40.742,0.13,全部過疎,Kaso,2709.5,0,全部過疎,Kaso
北海道,沼田町,10区,NA,NA,2141,2017,01438,2832,0.756002824858757,40.742,0.15,全部過疎,Kaso,2709.5,0,全部過疎,Kaso
北海道,沼田町,１０区,NA,NA,1976,2021,01438,2610,0.757088122605364,43.2805658470866,0.16,全部過疎,Kaso,2709.5,0,全部過疎,Kaso
北海道,鷹栖町,６区,0.041385135135135136,0.3545185810810811,4736,2009,01452,5987,0.7910472690830131,26.848,0.3,全部過疎,Kaso,2811.4,0,全部過疎,Kaso
北海道,鷹栖町,６区,0.06811315572644878,0.4226860752540511,3641,2012,01452,5987,0.6081509938199432,26.848,0.28,全部過疎,Kaso,2811.4,0,全部過疎,Kaso
北海道,鷹栖町,６区,0.08345282477774592,0.41124175509033556,3487,2014,01452,5727,0.6088702636633491,30.294,0.28,全部過疎,Kaso,2811.4,0,全部過疎,Kaso
北海道,鷹栖町,６区,NA,0.43515217987386895,3647,2017,01452,5727,0.6368081019731099,30.294,0.29,全部過疎,Kaso,2811.4,0,全部過疎,Kaso
北海道,鷹栖町,６区,NA,0.4997178329571106,3544,2021,01452,5580,0.6351254480286739,34.6187943262411,0.3,全部過疎,Kaso,2811.4,0,全部過疎,Kaso
北海道,東神楽町,６区,0.053197205803331545,0.3121977431488447,5583,2009,01453,7365,0.7580448065173117,22.503,0.38,Normal,Normal,2902.9,0,Normal,Normal
北海道,東神楽町,６区,0.06950720895201205,0.3720680008607704,4647,2012,01453,7365,0.6309572301425662,22.503,0.36,Normal,Normal,2902.9,0,Normal,Normal
北海道,東神楽町,６区,0.10476801368398546,0.3872140260850973,4677,2014,01453,8239,0.5676659788809322,25.574,0.36,Normal,Normal,2902.9,0,Normal,Normal
北海道,東神楽町,６区,NA,0.3905769230769231,5200,2017,01453,8239,0.6311445563782012,25.574,0.39,Normal,Normal,2902.9,0,Normal,Normal
北海道,東神楽町,６区,NA,0.4834132310642378,5215,2021,01453,8068,0.6463807635101636,27.4335408637217,0.4,Normal,Normal,2902.9,0,Normal,Normal
北海道,当麻町,６区,0.05862361937128292,0.3719201359388275,4708,2009,01454,6091,0.7729436874076506,35.346,0.22,全部過疎,Kaso,2534.4,0,全部過疎,Kaso
北海道,当麻町,６区,0.08689839572192513,0.4441176470588235,3740,2012,01454,6091,0.6140206862584141,35.346,0.2,全部過疎,Kaso,2534.4,0,全部過疎,Kaso
北海道,当麻町,６区,0.1100762066045724,0.42873271239062943,3543,2014,01454,5787,0.6122343182996371,39.752,0.2,全部過疎,Kaso,2534.4,0,全部過疎,Kaso
北海道,当麻町,６区,NA,0.43161180476730987,3524,2017,01454,5787,0.6089510972870227,39.752,0.22,全部過疎,Kaso,2534.4,0,全部過疎,Kaso
北海道,当麻町,６区,NA,0.5212389380530974,3390,2021,01454,5454,0.6215621562156216,41.2541254125413,0.22,全部過疎,Kaso,2534.4,0,全部過疎,Kaso
北海道,比布町,６区,0.06815068493150685,0.3698630136986301,2920,2009,01455,3546,0.8234630569655951,36.566,0.18,全部過疎,Kaso,2525.7,0,全部過疎,Kaso
北海道,比布町,６区,0.08097518502394427,0.46887244231606445,2297,2012,01455,3546,0.6477721376198533,36.566,0.17,全部過疎,Kaso,2525.7,0,全部過疎,Kaso
北海道,比布町,６区,0.09452054794520548,0.40228310502283104,2190,2014,01455,3331,0.6574602221555088,40.323,0.17,全部過疎,Kaso,2525.7,0,全部過疎,Kaso
北海道,比布町,６区,NA,0.4142614601018676,2356,2017,01455,3331,0.7072951065746023,40.323,0.18,全部過疎,Kaso,2525.7,0,全部過疎,Kaso
北海道,比布町,６区,NA,0.4947029018885306,2171,2021,01455,3132,0.6931673052362708,41.9595903681151,0.18,全部過疎,Kaso,2525.7,0,全部過疎,Kaso
北海道,愛別町,６区,0.027731788079470198,0.4598509933774834,2416,2009,01456,2908,0.8308115543328748,37.71,0.15,全部過疎,Kaso,2620.2,0,全部過疎,Kaso
北海道,愛別町,６区,0.04455179817498658,0.5303274288781535,1863,2012,01456,2908,0.640646492434663,37.71,0.14,全部過疎,Kaso,2620.2,0,全部過疎,Kaso
北海道,愛別町,６区,0.06390134529147982,0.5,1784,2014,01456,2629,0.6785850133130468,42.272,0.14,全部過疎,Kaso,2620.2,0,全部過疎,Kaso
北海道,愛別町,６区,NA,0.5008112493239589,1849,2017,01456,2629,0.7033092430581971,42.272,0.16,全部過疎,Kaso,2620.2,0,全部過疎,Kaso
北海道,愛別町,６区,NA,0.572106824925816,1685,2021,01456,2324,0.7250430292598967,46.6641394996209,0.17,全部過疎,Kaso,2620.2,0,全部過疎,Kaso
北海道,上川町,６区,0.043378245152809726,0.3319093000328623,3043,2009,01457,4007,0.759421013226853,35.128,0.22,全部過疎,Kaso,2372.4,0,全部過疎,Kaso
北海道,上川町,６区,0.06615450277422108,0.37516005121638923,2343,2012,01457,4007,0.5847267282256052,35.128,0.17,全部過疎,Kaso,2372.4,0,全部過疎,Kaso
北海道,上川町,６区,0.09573091849935317,0.3656748598533851,2319,2014,01457,3607,0.6429165511505406,39.688,0.15,全部過疎,Kaso,2372.4,0,全部過疎,Kaso
北海道,上川町,６区,NA,0.38869257950530034,2264,2017,01457,3607,0.6276684225117827,39.688,0.17,全部過疎,Kaso,2372.4,0,全部過疎,Kaso
北海道,上川町,６区,NA,0.44274809160305345,2096,2021,01457,2977,0.7040644944575075,46.3233105090801,0.17,全部過疎,Kaso,2372.4,0,全部過疎,Kaso
北海道,東川町,６区,0.06633499170812604,0.36214759535655056,4824,2009,01458,6550,0.7364885496183207,27.955,0.33,Normal,Normal,2684.3,0,Normal,Normal
北海道,東川町,６区,0.10371123538383324,0.40188103711235384,3934,2012,01458,6550,0.6006106870229008,27.955,0.29,Normal,Normal,2684.3,0,Normal,Normal
北海道,東川町,６区,0.1556167125344008,0.4025519139354516,3997,2014,01458,6819,0.5861563279073178,32.092,0.27,Normal,Normal,2684.3,0,Normal,Normal
北海道,東川町,６区,NA,0.4195088676671214,4398,2017,01458,6819,0.6449626044874615,32.092,0.26,Normal,Normal,2684.3,0,Normal,Normal
北海道,東川町,６区,NA,0.5200460829493088,4340,2021,01458,6584,0.6591737545565006,33.734790166376996,0.26,Normal,Normal,2684.3,0,Normal,Normal
北海道,美瑛町,６区,0.058006872852233674,0.3828178694158076,7275,2009,01459,9427,0.7717195290124111,33.461,0.21,全部過疎,Kaso,2650.2,0,全部過疎,Kaso
北海道,美瑛町,６区,0.08757014113246046,0.4239074987247067,5881,2012,01459,9427,0.6238463986421979,33.461,0.19,全部過疎,Kaso,2650.2,0,全部過疎,Kaso
北海道,美瑛町,６区,0.10597680642283676,0.4008920606601249,5605,2014,01459,8888,0.6306255625562557,36.29,0.19,全部過疎,Kaso,2650.2,0,全部過疎,Kaso
北海道,美瑛町,６区,NA,0.4142806012884753,5588,2017,01459,8888,0.6287128712871287,36.29,0.21,全部過疎,Kaso,2650.2,0,全部過疎,Kaso
北海道,美瑛町,６区,NA,0.5376304706097784,5461,2021,01459,8355,0.6536205864751645,38.746644641751,0.22,全部過疎,Kaso,2650.2,0,全部過疎,Kaso
北海道,上富良野町,６区,0.03075907590759076,0.5425742574257426,7575,2009,01460,9585,0.7902973395931142,25.431,0.29,Normal,Normal,2759.4,0,Normal,Normal
北海道,上富良野町,６区,0.04016528925619835,0.6082644628099173,6050,2012,01460,9585,0.6311945748565467,25.431,0.26,Normal,Normal,2759.4,0,Normal,Normal
北海道,上富良野町,６区,0.06388937510939961,0.6219149308594434,5713,2014,01460,9128,0.6258764241893077,29.873,0.27,Normal,Normal,2759.4,0,Normal,Normal
北海道,上富良野町,６区,NA,0.6415848177126685,6007,2017,01460,9128,0.6580850131463628,29.873,0.29,Normal,Normal,2759.4,0,Normal,Normal
北海道,上富良野町,６区,NA,0.645837000528076,5681,2021,01460,8722,0.6513414354505848,32.5637095228971,0.3,Normal,Normal,2759.4,0,Normal,Normal
北海道,中富良野町,６区,0.04126010593810984,0.4984666852523,3587,2009,01461,4538,0.7904363155575144,29.377,0.21,全部過疎,Kaso,2778.4,0,全部過疎,Kaso
北海道,中富良野町,６区,0.05561007523716061,0.5642787046123651,3057,2012,01461,4538,0.6736447774349934,29.377,0.19,全部過疎,Kaso,2778.4,0,全部過疎,Kaso
北海道,中富良野町,６区,0.0851360781577111,0.5376831821353804,2866,2014,01461,4289,0.6682210305432502,32.985,0.2,全部過疎,Kaso,2778.4,0,全部過疎,Kaso
北海道,中富良野町,６区,NA,0.5342465753424658,2920,2017,01461,4289,0.6808113779435766,32.985,0.23,全部過疎,Kaso,2778.4,0,全部過疎,Kaso
北海道,中富良野町,６区,NA,0.5860120098904981,2831,2021,01461,3998,0.708104052026013,36.1786085150571,0.24,全部過疎,Kaso,2778.4,0,全部過疎,Kaso
北海道,南富良野町,６区,0.023783185840707963,0.3805309734513274,1808,2009,01462,2411,0.7498963085856492,30.313,0.14,全部過疎,Kaso,2796.2,0,全部過疎,Kaso
北海道,南富良野町,６区,0.039077514413837285,0.4336963484945548,1561,2012,01462,2411,0.6474491912069681,30.313,0.12,全部過疎,Kaso,2796.2,0,全部過疎,Kaso
北海道,南富良野町,６区,0.06666666666666667,0.45256410256410257,1560,2014,01462,2209,0.7062019013128112,31.937,0.11,全部過疎,Kaso,2796.2,0,全部過疎,Kaso
北海道,南富良野町,６区,NA,0.47368421052631576,1539,2017,01462,2209,0.6966953372566772,31.937,0.12,全部過疎,Kaso,2796.2,0,全部過疎,Kaso
北海道,南富良野町,６区,NA,0.4820095044127631,1473,2021,01462,2017,0.7302925136341101,32.390202702702695,0.13,全部過疎,Kaso,2796.2,0,全部過疎,Kaso
北海道,占冠村,６区,0.02158273381294964,0.35731414868105515,834,2009,01463,1234,0.6758508914100486,21.09,0.29,全部過疎,Kaso,2516.6,0,全部過疎,Kaso
北海道,占冠村,６区,0.0471976401179941,0.3805309734513274,678,2012,01463,1234,0.5494327390599676,21.09,0.23,全部過疎,Kaso,2516.6,0,全部過疎,Kaso
北海道,占冠村,６区,0.06801736613603473,0.36324167872648333,691,2014,01463,1081,0.6392229417206291,25.681,0.2,全部過疎,Kaso,2516.6,0,全部過疎,Kaso
北海道,占冠村,６区,NA,0.36337625178826893,699,2017,01463,1081,0.6466234967622572,25.681,0.21,全部過疎,Kaso,2516.6,0,全部過疎,Kaso
北海道,占冠村,６区,NA,0.38088012139605465,659,2021,01463,961,0.6857440166493236,29.212454212454197,0.25,全部過疎,Kaso,2516.6,0,全部過疎,Kaso
北海道,和寒町,６区,0.0369475138121547,0.417817679558011,2896,2009,01464,3347,0.8652524648939348,39.275,0.17,全部過疎,Kaso,2403.3,0,全部過疎,Kaso
北海道,和寒町,６区,0.06296603148301574,0.4643744821872411,2414,2012,01464,3347,0.7212429040932178,39.275,0.15,全部過疎,Kaso,2403.3,0,全部過疎,Kaso
北海道,和寒町,６区,0.07063197026022305,0.41759603469640644,2421,2014,01464,3149,0.7688154969831693,42.464,0.14,全部過疎,Kaso,2403.3,0,全部過疎,Kaso
北海道,和寒町,６区,NA,0.4068457538994801,2308,2017,01464,3149,0.7329310892346776,42.464,0.15,全部過疎,Kaso,2403.3,0,全部過疎,Kaso
北海道,和寒町,６区,NA,0.5194617972128784,2081,2021,01464,2780,0.7485611510791367,44.8673946957878,0.16,全部過疎,Kaso,2403.3,0,全部過疎,Kaso
北海道,剣淵町,６区,0.031187524990004,0.3234706117552979,2501,2009,01465,3076,0.8130689206762028,33.717,0.15,全部過疎,Kaso,2842.8,0,全部過疎,Kaso
北海道,剣淵町,６区,0.041075794621026895,0.3584352078239609,2045,2012,01465,3076,0.6648244473342002,33.717,0.14,全部過疎,Kaso,2842.8,0,全部過疎,Kaso
北海道,剣淵町,６区,0.06729341909945571,0.31420089064819395,2021,2014,01465,2810,0.7192170818505338,36.803,0.14,全部過疎,Kaso,2842.8,0,全部過疎,Kaso
北海道,剣淵町,６区,NA,0.3249258160237389,2022,2017,01465,2810,0.7195729537366548,36.803,0.15,全部過疎,Kaso,2842.8,0,全部過疎,Kaso
北海道,剣淵町,６区,NA,0.4704286489419425,1843,2021,01465,2594,0.7104857363145721,40.850215875124505,0.16,全部過疎,Kaso,2842.8,0,全部過疎,Kaso
北海道,下川町,６区,0.016679021497405487,0.40696812453669384,2698,2009,01468,3334,0.8092381523695261,36.503,0.15,全部過疎,Kaso,2589.8,0,全部過疎,Kaso
北海道,下川町,６区,0.03698566805362922,0.4886731391585761,2163,2012,01468,3334,0.6487702459508098,36.503,0.13,全部過疎,Kaso,2589.8,0,全部過疎,Kaso
北海道,下川町,６区,0.05465004793863854,0.49520613614573344,2086,2014,01468,3117,0.6692332370869426,38.624,0.12,全部過疎,Kaso,2589.8,0,全部過疎,Kaso
北海道,下川町,６区,NA,0.5025664955669622,2143,2017,01468,3117,0.6875200513314084,38.624,0.14,全部過疎,Kaso,2589.8,0,全部過疎,Kaso
北海道,下川町,６区,NA,0.5338345864661654,1995,2021,01468,2713,0.7353483228897899,40.0822524517558,0.15,全部過疎,Kaso,2589.8,0,全部過疎,Kaso
北海道,美深町,６区,0.026427962489343565,0.4302358624609264,3519,2009,01469,4434,0.793640054127199,33.99,0.16,全部過疎,Kaso,2682.3,0,全部過疎,Kaso
北海道,美深町,６区,0.04612736660929432,0.5012048192771085,2905,2012,01469,4434,0.6551646368967072,33.99,0.14,全部過疎,Kaso,2682.3,0,全部過疎,Kaso
北海道,美深町,６区,0.07137784090909091,0.4904119318181818,2816,2014,01469,4006,0.7029455816275587,37.09,0.14,全部過疎,Kaso,2682.3,0,全部過疎,Kaso
北海道,美深町,６区,NA,0.4956395348837209,2752,2017,01469,4006,0.6869695456814778,37.09,0.15,全部過疎,Kaso,2682.3,0,全部過疎,Kaso
北海道,美深町,６区,NA,0.5248664200575421,2433,2021,01469,3568,0.6818946188340808,41.9189453125,0.16,全部過疎,Kaso,2682.3,0,全部過疎,Kaso
北海道,音威子府村,６区,0.01788617886178862,0.34146341463414637,615,2009,01470,830,0.7409638554216867,24.724,0.12,全部過疎,Kaso,3073.3,0,全部過疎,Kaso
北海道,音威子府村,６区,0.05471698113207547,0.3584905660377358,530,2012,01470,830,0.6385542168674698,24.724,0.1,全部過疎,Kaso,3073.3,0,全部過疎,Kaso
北海道,音威子府村,６区,0.06126482213438735,0.3102766798418972,506,2014,01470,679,0.7452135493372607,27.524,0.09,全部過疎,Kaso,3073.3,0,全部過疎,Kaso
北海道,音威子府村,６区,NA,0.33980582524271846,515,2017,01470,679,0.7584683357879234,27.524,0.1,全部過疎,Kaso,3073.3,0,全部過疎,Kaso
北海道,音威子府村,６区,NA,0.35920177383592017,451,2021,01470,535,0.8429906542056075,31.2320916905444,0.11,全部過疎,Kaso,3073.3,0,全部過疎,Kaso
北海道,中川町,６区,0.015306122448979591,0.4613702623906705,1372,2009,01471,1692,0.8108747044917257,34.872,0.13,全部過疎,Kaso,2930.8,0,全部過疎,Kaso
北海道,中川町,６区,0.02789886660854403,0.5178727114210985,1147,2012,01471,1692,0.6778959810874704,34.872,0.11,全部過疎,Kaso,2930.8,0,全部過疎,Kaso
北海道,中川町,６区,0.037827352085354024,0.5179437439379243,1031,2014,01471,1570,0.6566878980891719,35.427,0.1,全部過疎,Kaso,2930.8,0,全部過疎,Kaso
北海道,中川町,６区,NA,0.5116495806150979,1073,2017,01471,1570,0.6834394904458598,35.427,0.11,全部過疎,Kaso,2930.8,0,全部過疎,Kaso
北海道,中川町,６区,NA,0.5668449197860963,935,2021,01471,1244,0.7516077170418006,39.874301675977705,0.12,全部過疎,Kaso,2930.8,0,全部過疎,Kaso
北海道,幌加内町,10区,NA,0.33092948717948717,1248,2009,01472,1458,0.8559670781893004,36.257,0.11,全部過疎,Kaso,2714.6,0,全部過疎,Kaso
北海道,幌加内町,10区,0.04583723105706267,NA,1069,2012,01472,1458,0.733196159122085,36.257,0.1,全部過疎,Kaso,2714.6,0,全部過疎,Kaso
北海道,幌加内町,10区,0.09820485744456177,NA,947,2014,01472,1287,0.7358197358197358,39.148,0.09,全部過疎,Kaso,2714.6,0,全部過疎,Kaso
北海道,幌加内町,６区,NA,0.5682051282051283,975,2017,01472,1287,0.7575757575757576,39.148,0.1,全部過疎,Kaso,2714.6,0,全部過疎,Kaso
北海道,幌加内町,６区,NA,0.6677852348993288,894,2021,01472,1178,0.7589134125636672,40.8236994219653,0.11,全部過疎,Kaso,2714.6,0,全部過疎,Kaso
北海道,増毛町,10区,NA,0.40398254228041464,3666,2009,01481,4490,0.8164810690423162,38.224,0.15,全部過疎,Kaso,2606.1,0,全部過疎,Kaso
北海道,増毛町,10区,0.04182000669120107,NA,2989,2012,01481,4490,0.6657015590200446,38.224,0.13,全部過疎,Kaso,2606.1,0,全部過疎,Kaso
北海道,増毛町,10区,0.08761552680221811,NA,2705,2014,01481,3997,0.6767575681761321,42.05,0.13,全部過疎,Kaso,2606.1,0,全部過疎,Kaso
北海道,増毛町,10区,NA,NA,2761,2017,01481,3997,0.6907680760570428,42.05,0.14,全部過疎,Kaso,2606.1,0,全部過疎,Kaso
北海道,増毛町,１０区,NA,NA,2486,2021,01481,3546,0.7010716300056402,45.222139488706894,0.15,全部過疎,Kaso,2606.1,0,全部過疎,Kaso
北海道,小平町,10区,NA,0.3596168017686072,2714,2009,01482,3210,0.8454828660436137,34.679,0.13,全部過疎,Kaso,2674.6,0,全部過疎,Kaso
北海道,小平町,10区,0.03493058665472459,NA,2233,2012,01482,3210,0.6956386292834891,34.679,0.12,全部過疎,Kaso,2674.6,0,全部過疎,Kaso
北海道,小平町,10区,0.07438841737393909,NA,2003,2014,01482,2887,0.6937997921718047,36.691,0.11,全部過疎,Kaso,2674.6,0,全部過疎,Kaso
北海道,小平町,10区,NA,NA,2118,2017,01482,2887,0.7336335296155179,36.691,0.12,全部過疎,Kaso,2674.6,0,全部過疎,Kaso
北海道,小平町,１０区,NA,NA,1937,2021,01482,2574,0.7525252525252525,41.362862010221505,0.14,全部過疎,Kaso,2674.6,0,全部過疎,Kaso
北海道,苫前町,10区,NA,0.3949645948072384,2542,2009,01483,3147,0.8077534159517,36.57,0.15,全部過疎,Kaso,2746.5,0,全部過疎,Kaso
北海道,苫前町,10区,0.032362459546925564,NA,2163,2012,01483,3147,0.6873212583412774,36.57,0.13,全部過疎,Kaso,2746.5,0,全部過疎,Kaso
北海道,苫前町,10区,0.07445708376421924,NA,1934,2014,01483,2824,0.6848441926345609,39.051,0.12,全部過疎,Kaso,2746.5,0,全部過疎,Kaso
北海道,苫前町,10区,NA,NA,2019,2017,01483,2824,0.714943342776204,39.051,0.14,全部過疎,Kaso,2746.5,0,全部過疎,Kaso
北海道,苫前町,１０区,NA,NA,1843,2021,01483,2551,0.7224617796942375,41.4329165258533,0.16,全部過疎,Kaso,2746.5,0,全部過疎,Kaso
北海道,羽幌町,10区,NA,0.3881497250310449,5637,2009,01484,6966,0.8092161929371232,35.786,0.2,全部過疎,Kaso,2594.3,0,全部過疎,Kaso
北海道,羽幌町,10区,0.0262065953264905,NA,4579,2012,01484,6966,0.6573356302038472,35.786,0.18,全部過疎,Kaso,2594.3,0,全部過疎,Kaso
北海道,羽幌町,10区,0.06775343861436577,NA,3926,2014,01484,6395,0.6139171227521502,39.621,0.18,全部過疎,Kaso,2594.3,0,全部過疎,Kaso
北海道,羽幌町,10区,NA,NA,4263,2017,01484,6395,0.6666145426114152,39.621,0.2,全部過疎,Kaso,2594.3,0,全部過疎,Kaso
北海道,羽幌町,１０区,NA,NA,4025,2021,01484,5741,0.7010973697962027,43.4585785423268,0.2,全部過疎,Kaso,2594.3,0,全部過疎,Kaso
北海道,初山別村,10区,NA,0.4312977099236641,1048,2009,01485,1184,0.8851351351351351,34.405,0.11,全部過疎,Kaso,2878.7,0,全部過疎,Kaso
北海道,初山別村,10区,0.0249728555917481,NA,921,2012,01485,1184,0.7778716216216216,34.405,0.09,全部過疎,Kaso,2878.7,0,全部過疎,Kaso
北海道,初山別村,10区,0.08784596871239471,NA,831,2014,01485,1072,0.7751865671641791,35.908,0.09,全部過疎,Kaso,2878.7,0,全部過疎,Kaso
北海道,初山別村,10区,NA,NA,841,2017,01485,1072,0.7845149253731343,35.908,0.1,全部過疎,Kaso,2878.7,0,全部過疎,Kaso
北海道,初山別村,１０区,NA,NA,805,2021,01485,986,0.8164300202839757,38.978494623655905,0.11,全部過疎,Kaso,2878.7,0,全部過疎,Kaso
北海道,遠別町,10区,NA,0.4035250463821892,2156,2009,01486,2624,0.8216463414634146,34.274,0.14,全部過疎,Kaso,2596.5,0,全部過疎,Kaso
北海道,遠別町,10区,0.03943814154511075,NA,1851,2012,01486,2624,0.7054115853658537,34.274,0.12,全部過疎,Kaso,2596.5,0,全部過疎,Kaso
北海道,遠別町,10区,0.06541490006056935,NA,1651,2014,01486,2427,0.6802637000412032,37.883,0.11,全部過疎,Kaso,2596.5,0,全部過疎,Kaso
北海道,遠別町,10区,NA,NA,1680,2017,01486,2427,0.69221260815822,37.883,0.12,全部過疎,Kaso,2596.5,0,全部過疎,Kaso
北海道,遠別町,１０区,NA,NA,1572,2021,01486,2144,0.7332089552238806,42.0798065296252,0.14,全部過疎,Kaso,2596.5,0,全部過疎,Kaso
北海道,天塩町,10区,NA,0.4916798732171157,2524,2009,01487,3230,0.7814241486068112,27.831,0.16,全部過疎,Kaso,2732.8,0,全部過疎,Kaso
北海道,天塩町,10区,0.027700831024930747,NA,2166,2012,01487,3230,0.6705882352941176,27.831,0.14,全部過疎,Kaso,2732.8,0,全部過疎,Kaso
北海道,天塩町,10区,0.0773277222514466,NA,1901,2014,01487,2802,0.6784439685938616,32.347,0.14,全部過疎,Kaso,2732.8,0,全部過疎,Kaso
北海道,天塩町,10区,NA,NA,2006,2017,01487,2802,0.71591720199857245,32.347,0.14,全部過疎,Kaso,2732.8,0,全部過疎,Kaso
北海道,天塩町,１０区,NA,NA,1825,2021,01487,2519,0.7244938467645892,37.6322074377346,0.15,全部過疎,Kaso,2732.8,0,全部過疎,Kaso
北海道,猿払村,12区,NA,0.5123126338329764,1868,2009,01511,2345,0.796588486140725,21.735,0.19,全部過疎,Kaso,3677.1,0,全部過疎,Kaso
北海道,猿払村,12区,0.044291952588895823,0.5414847161572053,1603,2012,01511,2345,0.6835820895522388,21.735,0.16,全部過疎,Kaso,3677.1,0,全部過疎,Kaso
北海道,猿払村,12区,0.09180977542932629,0.6202113606340819,1514,2014,01511,2219,0.6822893195132943,22.802,0.16,全部過疎,Kaso,3677.1,0,全部過疎,Kaso
北海道,猿払村,12区,0.11204121056020605,0.6194462330972311,1553,2017,01511,2219,0.6998648039657503,22.802,0.22,全部過疎,Kaso,3677.1,0,全部過疎,Kaso
北海道,猿払村,１２区,0.06129476584022039,0.6597796143250688,1452,2021,01511,2052,0.7076023391812866,25.1171875,0.26,全部過疎,Kaso,3677.1,0,全部過疎,Kaso
北海道,浜頓別町,12区,NA,0.44270486342438375,3002,2009,01512,3586,0.8371444506413832,27.543,0.18,全部過疎,Kaso,2716.9,0,全部過疎,Kaso
北海道,浜頓別町,12区,0.04753891459823307,0.5246108540176694,2377,2012,01512,3586,0.6628555493586168,27.543,0.15,全部過疎,Kaso,2716.9,0,全部過疎,Kaso
北海道,浜頓別町,12区,0.10198555956678701,0.5153429602888087,2216,2014,01512,3379,0.6558153299792838,32.105,0.15,全部過疎,Kaso,2716.9,0,全部過疎,Kaso
北海道,浜頓別町,12区,0.12410394265232975,0.5197132616487455,2232,2017,01512,3379,0.6605504587155964,32.105,0.18,全部過疎,Kaso,2716.9,0,全部過疎,Kaso
北海道,浜頓別町,１２区,0.0851569933396765,0.5818268315889629,2102,2021,01512,2958,0.7106152805949966,36.9750367107195,0.2,全部過疎,Kaso,2716.9,0,全部過疎,Kaso
北海道,中頓別町,12区,NA,0.40271816881258943,1398,2009,01513,1729,0.8085598611914402,35.968,0.11,全部過疎,Kaso,2655.6,0,全部過疎,Kaso
北海道,中頓別町,12区,0.12718204488778054,0.4713216957605985,1203,2012,01513,1729,0.6957779063042221,35.968,0.09,全部過疎,Kaso,2655.6,0,全部過疎,Kaso
北海道,中頓別町,12区,0.17506874427131072,0.46012832263978004,1091,2014,01513,1572,0.6940203562340967,38.702,0.08,全部過疎,Kaso,2655.6,0,全部過疎,Kaso
北海道,中頓別町,12区,0.15639374425023,0.5234590616375345,1087,2017,01513,1572,0.6914758269720102,38.702,0.14,全部過疎,Kaso,2655.6,0,全部過疎,Kaso
北海道,中頓別町,１２区,0.10871794871794872,0.5805128205128205,975,2021,01513,1438,0.6780250347705146,39.4673123486683,0.15,全部過疎,Kaso,2655.6,0,全部過疎,Kaso
北海道,枝幸町,12区,NA,0.5010458567980692,6215,2009,01514,7744,0.8025568181818182,28.23,0.19,全部過疎,Kaso,2800.1,1,全部過疎-Merged,Kaso-Merged
北海道,枝幸町,12区,0.050313194584764596,0.5815316225500101,4949,2012,01514,7744,0.6390754132231405,28.23,0.16,全部過疎,Kaso,2800.1,1,全部過疎-Merged,Kaso-Merged
北海道,枝幸町,12区,0.09415807560137457,0.6109965635738832,4365,2014,01514,7235,0.6033172080165861,32.203,0.17,全部過疎,Kaso,2800.1,1,全部過疎-Merged,Kaso-Merged
北海道,枝幸町,12区,0.11370647862494491,0.6088585279858969,4538,2017,01514,7235,0.6272287491361438,32.203,0.18,全部過疎,Kaso,2800.1,1,全部過疎-Merged,Kaso-Merged
北海道,枝幸町,１２区,0.06021765417170496,0.6875453446191052,4135,2021,01514,6581,0.6283239629235678,35.815280840576,0.2,全部過疎,Kaso,2800.1,1,全部過疎-Merged,Kaso-Merged
北海道,豊富町,12区,NA,0.41855807743658213,2996,2009,01516,3730,0.8032171581769437,27.227,0.18,全部過疎,Kaso,2619.7,0,全部過疎,Kaso
北海道,豊富町,12区,0.08019639934533551,0.48240589198036005,2444,2012,01516,3730,0.6552278820375335,27.227,0.16,全部過疎,Kaso,2619.7,0,全部過疎,Kaso
北海道,豊富町,12区,0.11460176991150442,0.5039823008849558,2260,2014,01516,3489,0.647750071653769,30.192,0.15,全部過疎,Kaso,2619.7,0,全部過疎,Kaso
北海道,豊富町,12区,0.13750532141336738,0.49127288207747977,2349,2017,01516,3489,0.6732588134135855,30.192,0.17,全部過疎,Kaso,2619.7,0,全部過疎,Kaso
北海道,豊富町,１２区,0.08243052284503062,0.6156382477626001,2123,2021,01516,3254,0.6524277811923787,35.5367530407192,0.19,全部過疎,Kaso,2619.7,0,全部過疎,Kaso
北海道,礼文町,12区,NA,0.5915678524374176,2277,2009,01517,2717,0.8380566801619433,30.734,0.13,全部過疎,Kaso,2946.6,0,全部過疎,Kaso
北海道,礼文町,12区,0.040892193308550186,0.6293149229952204,1883,2012,01517,2717,0.6930437983069562,30.734,0.12,全部過疎,Kaso,2946.6,0,全部過疎,Kaso
北海道,礼文町,12区,0.05641911341393207,0.6994818652849741,1737,2014,01517,2469,0.7035236938031592,34.006,0.13,全部過疎,Kaso,2946.6,0,全部過疎,Kaso
北海道,礼文町,12区,0.07521865889212828,0.7014577259475219,1715,2017,01517,2469,0.6946132037262049,34.006,0.13,全部過疎,Kaso,2946.6,0,全部過疎,Kaso
